timestamp,devicenumber,thumb
2015-01-04T23:39:08.627808Z,1111,10
2015-01-04T23:39:42.457704Z,1111,10
2015-01-04T23:39:43.427073Z,1111,10
2015-01-04T23:39:44.309194Z,1111,10
